,Ontology Term,Preferred Name,odds ratio,exact p-value,adj p-value,Reference Genes,User/Study Genes
540,GO:1900064,Positive Regulation Of Peroxisome Organization,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
541,GO:0016998,Cell Wall Macromolecule Catabolic Process,2.6906159276509536,0.013529341418451434,0.05389143609220212,99,8
542,GO:0009956,Radial Pattern Formation,3.27842605156038,0.013648216832695532,0.05389143609220212,62,6
543,GO:0017038,Protein Import,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
544,GO:0043686,Co-translational Protein Modification,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
545,GO:0005996,Monosaccharide Metabolic Process,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
546,GO:0080057,Sepal Vascular Tissue Pattern Formation,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
547,GO:0097010,Eukaryotic Translation Initiation Factor 4F Complex Assembly,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
548,GO:0043461,Proton-transporting ATP Synthase Complex Assembly,15.289780428300352,0.013825419819915403,0.05389143609220212,6,2
549,GO:0009788,Negative Regulation Of Abscisic Acid-activated Signaling Pathway,1.5092867444697455,0.014054086016197639,0.05468317104484172,853,40
550,GO:0060968,Regulation Of Gene Silencing,1.4873634639727842,0.014311876840682212,0.05548445007076075,930,43
551,GO:0010265,SCF Complex Assembly,2.1061869373451754,0.014290713445396695,0.05548445007076075,202,13
552,GO:0043562,Cellular Response To Nitrogen Levels,2.481781346800358,0.014384673160432524,0.05556534397712202,120,9
553,GO:1901979,Regulation Of Inward Rectifier Potassium Channel Activity,2.481781346800358,0.014384673160432524,0.05556534397712202,120,9
554,GO:0042938,Dipeptide Transport,2.894789740880946,0.014435812784087013,0.05566241325756074,81,7
555,GO:0010030,Positive Regulation Of Seed Germination,2.014918962258748,0.014870629965241343,0.057133120512776435,243,15
556,GO:0006995,Cellular Response To Nitrogen Starvation,2.014918962258748,0.014870629965241343,0.057133120512776435,243,15
557,GO:1900409,Positive Regulation Of Cellular Response To Oxidative Stress,6.553958785249458,0.015490812100183746,0.05940920769604519,17,3
558,GO:0010617,Circadian Regulation Of Calcium Ion Oscillation,2.0732225394236,0.0156702924391556,0.05988290324963033,205,13
559,GO:0009690,Cytokinin Metabolic Process,2.0732225394236,0.0156702924391556,0.05988290324963033,205,13
560,GO:0006828,Manganese Ion Transport,4.531838592050146,0.016000053460441286,0.06092547047214297,31,4
561,GO:0016101,Diterpenoid Metabolic Process,4.531838592050146,0.016000053460441286,0.06092547047214297,31,4
562,GO:0048830,Adventitious Root Development,0.14813850080248375,0.016514688271298258,0.06277341545395786,207,1
563,GO:0032922,Circadian Regulation Of Gene Expression,1.8657302664655606,0.016614801221512113,0.06304197626602114,331,19
564,GO:0045089,Positive Regulation Of Innate Immune Response,1.4736328931107379,0.016802365669592312,0.06364081864234965,982,45
565,GO:0009089,Lysine Biosynthetic Process Via Diaminopimelate,3.111643630844238,0.016940163979269503,0.06404938324317445,65,6
566,GO:2000032,Regulation Of Secondary Shoot Formation,1.6989734880238254,0.017014817559230195,0.06421818267504871,476,25
567,GO:0051245,Negative Regulation Of Cellular Defense Response,2.7819316947981445,0.01734517241945604,0.0653497693268238,84,7
568,GO:0042149,Cellular Response To Glucose Starvation,3.5574265921336545,0.0176299121735338,0.0663058208284048,48,5
569,GO:0009914,Hormone Transport,2.55036654900896,0.01775686821944032,0.0666291515545377,104,8
570,GO:0009729,Detection Of Brassinosteroid Stimulus,1.3039783219328251,0.017805519535185547,0.0666291515545377,2261,92
571,GO:0070301,Cellular Response To Hydrogen Peroxide,4.369948467588825,0.017837244761100806,0.0666291515545377,32,4
572,GO:0042335,Cuticle Development,2.3225955772113944,0.017840422355490704,0.0666291515545377,156,11
573,GO:0000911,Cytokinesis By Cell Plate Formation,0.4689215727238541,0.018088675273674793,0.06722839993984975,594,9
574,GO:0071211,Protein Targeting To Vacuole Involved In Autophagy,6.116973969631236,0.018157951011791195,0.06722839993984975,18,3
575,GO:0097054,L-glutamate Biosynthetic Process,6.116973969631236,0.018157951011791195,0.06722839993984975,18,3
576,GO:0030198,Extracellular Matrix Organization,6.116973969631236,0.018157951011791195,0.06722839993984975,18,3
577,GO:0006308,DNA Catabolic Process,6.116973969631236,0.018157951011791195,0.06722839993984975,18,3
578,GO:0009744,Response To Sucrose,1.4999943077523725,0.018210944251280767,0.06730815319126225,858,40
579,GO:0106167,Extracellular ATP Signaling,2.111480818438294,0.01854902777303462,0.06843951626602429,186,12
580,GO:0010117,Photoprotection,2.52405171714005,0.018704361593618657,0.06889386197993791,105,8
581,GO:0010182,Sugar Mediated Signaling Pathway,1.5548106854167199,0.019104367981479714,0.07024630151265736,663,32
582,GO:0009269,Response To Desiccation,2.031861952163249,0.019142333470565265,0.07026516917154317,225,14
583,GO:2000306,Positive Regulation Of Photomorphogenesis,2.354385158567668,0.019193891896428707,0.07033378194924218,126,9
584,GO:1902265,Abscisic Acid Homeostasis,2.0222597379939553,0.01945023690248937,0.07115129396808077,226,14
585,GO:0019684,"Photosynthesis, Light Reaction",0.24025032924015427,0.019757822643186894,0.07215314071061425,256,2
586,GO:0055072,Iron Ion Homeostasis,1.9939890330211054,0.020479840758174175,0.07466245182707451,229,14
587,GO:0016310,Phosphorylation,1.4406880167033844,0.020676833115706554,0.07510095190059307,1048,47
588,GO:0071395,Cellular Response To Jasmonic Acid Stimulus,3.3992584554168928,0.020721547254983805,0.07510095190059307,50,5
589,GO:0006779,Porphyrin-containing Compound Biosynthetic Process,3.3992584554168928,0.020721547254983805,0.07510095190059307,50,5
590,GO:0009943,Adaxial/abaxial Axis Specification,2.9610014443909485,0.02074049652955631,0.07510095190059307,68,6
591,GO:0051510,Regulation Of Unidimensional Cell Growth,1.763680926916221,0.02096714327186138,0.07579338953003946,349,19
592,GO:1903426,Regulation Of Reactive Oxygen Species Biosynthetic Process,5.734612255965293,0.021063483279240704,0.07601324488629867,19,3
593,GO:0000187,Activation Of MAPK Activity,2.448265001357589,0.021762758181723216,0.07840454967826209,108,8
594,GO:0110126,Phloem Loading,4.078546243558448,0.021891336495728827,0.07847145745537637,34,4
595,GO:0008610,Lipid Biosynthetic Process,0.29520852284654675,0.021856524682050398,0.07847145745537637,313,3
596,GO:0006990,Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Unfolded Protein Response,4.078546243558448,0.021891336495728827,0.07847145745537637,34,4
597,GO:0010359,Regulation Of Anion Channel Activity,1.3743212939156721,0.022322778154898085,0.079884189383749,1330,57
598,GO:0010186,Positive Regulation Of Cellular Defense Response,3.32533204369058,0.022391702441631096,0.07999706715374047,51,5
599,GO:0048825,Cotyledon Development,0.5284798740547428,0.02290102722273199,0.0816803304277441,704,12
600,GO:0006749,Glutathione Metabolic Process,1.7152291012589491,0.02299585325471224,0.0818820731532183,415,22
601,GO:0008104,Protein Localization,2.6121858531288895,0.023072268746365837,0.08201769953027058,89,7
602,GO:0009861,Jasmonic Acid And Ethylene-dependent Systemic Resistance,2.1448438798116864,0.023119358102406378,0.08204879989908731,168,11
603,GO:0008361,Regulation Of Cell Size,2.0185251008844376,0.023478648698192297,0.08318594075187337,194,12
604,GO:0035194,Post-transcriptional Gene Silencing By RNA,0.1573184700919174,0.02354425614531813,0.08328050934046413,195,1
605,GO:0043100,Pyrimidine Nucleobase Salvage,5.397234273318872,0.024208028223364902,0.08423606568780632,20,3
606,GO:0006651,Diacylglycerol Biosynthetic Process,5.397234273318872,0.024208028223364902,0.08423606568780632,20,3
607,GO:0015773,Raffinose Transport,5.397234273318872,0.024208028223364902,0.08423606568780632,20,3
608,GO:0071705,Nitrogen Compound Transport,5.397234273318872,0.024208028223364902,0.08423606568780632,20,3
609,GO:1905157,Positive Regulation Of Photosynthesis,5.397234273318872,0.024208028223364902,0.08423606568780632,20,3
610,GO:0030970,"Retrograde Protein Transport, ER To Cytosol",0.15335893559940625,0.023867777865511496,0.08423606568780632,200,1
611,GO:0033591,Response To L-ascorbic Acid,3.946945239157633,0.024112113595549392,0.08423606568780632,35,4
612,GO:0006734,NADH Metabolic Process,5.397234273318872,0.024208028223364902,0.08423606568780632,20,3
613,GO:0008643,Carbohydrate Transport,1.6893460142588688,0.0241830069570244,0.08423606568780632,421,22
614,GO:0071465,Cellular Response To Desiccation,3.254551436718579,0.024146634750021653,0.08423606568780632,52,5
615,GO:0000183,RDNA Heterochromatin Assembly,10.193006234751966,0.02474236739511171,0.08581631479017676,8,2
616,GO:0046475,Glycerophospholipid Catabolic Process,10.193006234751966,0.02474236739511171,0.08581631479017676,8,2
617,GO:0009695,Jasmonic Acid Biosynthetic Process,1.7842561436248245,0.024845770635046296,0.08603551643850983,327,18
618,GO:0010497,Plasmodesmata-mediated Intercellular Transport,1.676694206807337,0.024924049390603293,0.08616714975103561,424,22
619,GO:0034622,Cellular Protein-containing Complex Assembly,2.8242646905333473,0.025079718216295375,0.08656547900463242,71,6
620,GO:0045037,Protein Import Into Chloroplast Stroma,1.7784846701738053,0.025164999273370996,0.08671996528987751,328,18
621,GO:0009098,Leucine Biosynthetic Process,3.186720021703744,0.02598763385909562,0.08941083031907496,53,5
622,GO:0080005,Photosystem Stoichiometry Adjustment,5.09734273318872,0.02759134448507618,0.09447276351690084,21,3
623,GO:0006537,Glutamate Biosynthetic Process,5.09734273318872,0.02759134448507618,0.09447276351690084,21,3
624,GO:0033506,Glucosinolate Biosynthetic Process From Homomethionine,5.09734273318872,0.02759134448507618,0.09447276351690084,21,3
625,GO:0080040,Positive Regulation Of Cellular Response To Phosphate Starvation,3.121657235873188,0.02791588833468663,0.09543131155947186,54,5
626,GO:0001666,Response To Hypoxia,1.5067751633180226,0.028055516840820662,0.09575567151412476,683,32
627,GO:0048586,"Regulation Of Long-day Photoperiodism, Flowering",1.6127860567950154,0.02817759347709655,0.09601918796335449,500,25
628,GO:0045862,Positive Regulation Of Proteolysis,2.4906004595611444,0.0285027908434412,0.09697292910169183,93,7
629,GO:0006949,Syncytium Formation,3.707670685701605,0.02894887308844302,0.0983342673162985,37,4
630,GO:0006289,Nucleotide-excision Repair,2.202111171698338,0.029011169855029335,0.09838970442117714,149,10
631,GO:0080060,Integument Development,0.3156238312514025,0.02907815303953843,0.09846083465919658,293,3
632,GO:2000024,Regulation Of Leaf Development,0.3588825603471657,0.02951133472901428,0.09958365186019681,344,4
633,GO:0009877,Nodulation,1.2631943806017456,0.029524580928244414,0.09958365186019681,2406,95
634,GO:0048367,Shoot System Development,1.34692635814701,0.029549354640759334,0.09958365186019681,1475,62
635,GO:0030261,Chromosome Condensation,3.0591969614758545,0.029932484601346565,0.10071622177182649,55,5
636,GO:0009725,Response To Hormone,2.699592944369064,0.029984753977884308,0.1007337103809614,74,6
637,GO:2000022,Regulation Of Jasmonic Acid Mediated Signaling Pathway,1.5826694259963119,0.030410139297250553,0.1020026615926586,509,25
638,GO:1902456,Regulation Of Stomatal Opening,1.807850208673562,0.03068749100661295,0.10277187911447842,305,17
639,GO:0006121,"Mitochondrial Electron Transport, Succinate To Ubiquinone",4.829018723598584,0.031212402402589063,0.10339712251012476,22,3
640,GO:0035606,Peptidyl-cysteine S-trans-nitrosylation,4.829018723598584,0.031212402402589063,0.10339712251012476,22,3
641,GO:0031365,N-terminal Protein Amino Acid Modification,4.829018723598584,0.031212402402589063,0.10339712251012476,22,3
642,GO:0033389,"Putrescine Biosynthetic Process From Arginine, Using Agmatinase",8.736785036595283,0.03115102202454234,0.10339712251012476,9,2
643,GO:0033528,S-methylmethionine Cycle,8.736785036595283,0.03115102202454234,0.10339712251012476,9,2
644,GO:0010322,"Regulation Of Isopentenyl Diphosphate Biosynthetic Process, Methylerythritol 4-phosphate Pathway",8.736785036595283,0.03115102202454234,0.10339712251012476,9,2
645,GO:0006557,S-adenosylmethioninamine Biosynthetic Process,8.736785036595283,0.03115102202454234,0.10339712251012476,9,2
646,GO:0015804,Neutral Amino Acid Transport,3.5985896392731216,0.03156718877409419,0.10441079439963147,38,4
647,GO:1900994,(-)-secologanin Biosynthetic Process,1.837247007616975,0.032122057626668074,0.10608210389053963,265,15
648,GO:0030244,Cellulose Biosynthetic Process,1.8299110413622983,0.03257169093579358,0.10723602861938195,266,15
649,GO:0016571,Histone Methylation,1.8299110413622983,0.03257169093579358,0.10723602861938195,266,15
650,GO:1901001,Negative Regulation Of Response To Salt Stress,1.363524777869378,0.0326583933713193,0.1073563161514951,1222,52
651,GO:0051228,Mitotic Spindle Disassembly,0.1686370510113941,0.03351561600387397,0.1098367813909499,182,1
652,GO:0097352,Autophagosome Maturation,0.1686370510113941,0.03351561600387397,0.1098367813909499,182,1
653,GO:0048576,"Positive Regulation Of Short-day Photoperiodism, Flowering",2.622415196743555,0.033580656335122604,0.10988165834428498,76,6
654,GO:0071669,Plant-type Cell Wall Organization Or Biogenesis,2.9414833674193415,0.03423453354169372,0.11161803268022966,57,5
655,GO:1900151,"Regulation Of Nuclear-transcribed MRNA Catabolic Process, Deadenylation-dependent Decay",3.4957417954976946,0.0343199371512108,0.11161803268022966,39,4
656,GO:0009855,Determination Of Bilateral Symmetry,3.4957417954976946,0.0343199371512108,0.11161803268022966,39,4
657,GO:0042939,Tripeptide Transport,3.4957417954976946,0.0343199371512108,0.11161803268022966,39,4
658,GO:0046677,Response To Antibiotic,4.587527114967462,0.035069451902966176,0.11388259039809957,23,3
659,GO:0048829,Root Cap Development,1.3213308591738109,0.03521764674198164,0.1141905515573344,1575,65
660,GO:0046688,Response To Copper Ion,2.0680338039751245,0.035785978736458925,0.11585778289867187,158,10
661,GO:0006397,MRNA Processing,0.7611759259801825,0.036054571401988846,0.11655103142032648,2457,60
662,GO:0018107,Peptidyl-threonine Phosphorylation,3.3986077208209022,0.03720767297801638,0.11955618644587847,40,4
663,GO:0050766,Positive Regulation Of Phagocytosis,3.3986077208209022,0.03720767297801638,0.11955618644587847,40,4
664,GO:0000305,Response To Oxygen Radical,3.3986077208209022,0.03720767297801638,0.11955618644587847,40,4
665,GO:0051775,Response To Redox State,3.3986077208209022,0.03720767297801638,0.11955618644587847,40,4
666,GO:0072660,Maintenance Of Protein Location In Plasma Membrane,2.5495251017639076,0.03744415432902117,0.12013566756237679,78,6
667,GO:0010444,Guard Mother Cell Differentiation,0.2665377180594734,0.03794706609794157,0.12156694827783678,231,2
668,GO:0018131,Oxazole Or Thiazole Biosynthetic Process,7.644619137977772,0.03813244871730464,0.12161466505966011,10,2
669,GO:0010269,Response To Selenium Ion,7.644619137977772,0.03813244871730464,0.12161466505966011,10,2
670,GO:0000481,Maturation Of 5S RRNA,7.644619137977772,0.03813244871730464,0.12161466505966011,10,2
671,GO:0010132,Dhurrin Biosynthetic Process,1.7596431653596487,0.038222737188981115,0.12172121664348153,276,15
672,GO:0010197,Polar Nucleus Fusion,2.0268930664176703,0.03868370054292675,0.12300612059712218,161,10
673,GO:0010623,Programmed Cell Death Involved In Cell Development,0.2575223637842234,0.03889997915289442,0.12332870242961448,239,2
674,GO:0015976,Carbon Utilization,2.832489298848496,0.03890040847663073,0.12332870242961448,59,5
675,GO:0035264,Multicellular Organism Growth,4.3690347071583515,0.03916008652722874,0.12396832125483653,24,3
676,GO:0062075,Pollen Aperture Formation,1.66924350736348,0.03952161024771669,0.1249279851257219,387,20
677,GO:1901000,Regulation Of Response To Salt Stress,2.0135403708946367,0.03972193959878838,0.1253760335418984,162,10
678,GO:0006040,Amino Sugar Metabolic Process,2.30299288991629,0.039964429806126724,0.12595564033153342,100,7
679,GO:0016106,Sesquiterpenoid Biosynthetic Process,3.30672413666718,0.04023071677799871,0.12650602160628666,41,4
680,GO:0001708,Cell Fate Specification,0.32230912590510524,0.040257290053215516,0.12650602160628666,287,3
681,GO:2001007,Negative Regulation Of Cellulose Biosynthetic Process,2.2035480717001628,0.04063187372084663,0.12749590874283254,134,9
682,GO:0097167,Circadian Regulation Of Translation,1.91322370209296,0.04097917802816457,0.1283974245684805,204,12
683,GO:0002229,Defense Response To Oomycetes,1.330803776435528,0.04160322983438028,0.13016215182101432,1347,56
684,GO:0071219,Cellular Response To Molecule Of Bacterial Origin,1.7687664235369238,0.04185142576082144,0.13074751989512098,293,16
685,GO:0031540,Regulation Of Anthocyanin Biosynthetic Process,1.9745160413982876,0.04305564472757724,0.13431352728427884,165,10
686,GO:0010628,Positive Regulation Of Gene Expression,1.473273380539155,0.04333069129611371,0.1348550569752807,654,30
687,GO:1905582,Response To Mannose,3.219676530626811,0.043389161581565486,0.1348550569752807,42,4
688,GO:2000117,Negative Regulation Of Cysteine-type Endopeptidase Activity,4.170405245513705,0.0434813034172634,0.1348550569752807,25,3
689,GO:0120195,Positive Regulation Of Anther Dehiscence,4.170405245513705,0.0434813034172634,0.1348550569752807,25,3
690,GO:0045948,Positive Regulation Of Translational Initiation,2.7312805208898534,0.04393508355500673,0.13586861099380693,61,5
691,GO:0070988,Demethylation,2.7312805208898534,0.04393508355500673,0.13586861099380693,61,5
692,GO:0045036,Protein Targeting To Chloroplast,1.855148385183721,0.045607825011236426,0.14083801662921494,210,12
693,GO:0009553,Embryo Sac Development,1.4752435257780945,0.04591972016837988,0.14159683164313103,675,31
694,GO:0060211,Regulation Of Nuclear-transcribed MRNA Poly(A) Tail Shortening,3.1370929043833846,0.04668287984436345,0.1437429681538673,43,4
695,GO:0006338,Chromatin Remodeling,1.6404846174789,0.046900162843668644,0.14420452368599268,354,18
696,GO:0044772,Mitotic Cell Cycle Phase Transition,0.18063052228155418,0.04764934719898899,0.14629785223219,170,1
697,GO:0010022,Meristem Determinacy,0.17747526312472428,0.047930527726811806,0.1468110310044695,173,1
698,GO:0071244,Cellular Response To Carbon Dioxide,1.7565460081944921,0.04795369657575896,0.1468110310044695,258,14
699,GO:0006020,Inositol Metabolic Process,3.9890479109685937,0.048029559708166324,0.14683322539353705,26,3
700,GO:0010189,Vitamin E Biosynthetic Process,2.383865794991982,0.04830406813696807,0.14746177719416786,83,6
701,GO:0016042,Lipid Catabolic Process,0.6197669905947132,0.04915835254733557,0.1498559465118207,853,17
702,GO:0033184,Positive Regulation Of Histone Ubiquitination,2.637051658652497,0.049341891991729794,0.1499881375884968,63,5
703,GO:0009859,Pollen Hydration,2.637051658652497,0.049341891991729794,0.1499881375884968,63,5
704,GO:0071218,Cellular Response To Misfolded Protein,2.185396308360478,0.0497643648831064,0.15105778843950027,105,7
705,GO:0034286,Response To Maltose,3.058638459452129,0.05011153063570429,0.15189614102040677,44,4
706,GO:0048579,"Negative Regulation Of Long-day Photoperiodism, Flowering",1.588150166515289,0.05019107283338613,0.15192205921279536,426,21
707,GO:0055085,Transmembrane Transport,1.2606012174875485,0.05055291245059767,0.15258565958290413,1952,77
708,GO:0006109,Regulation Of Carbohydrate Metabolic Process,0.1695754290876242,0.05049867736723862,0.15258565958290413,181,1
709,GO:0006873,Cellular Ion Homeostasis,2.353282538357165,0.0506855216432384,0.15277044551623967,84,6
710,GO:0046246,Terpene Biosynthetic Process,1.9689979023646071,0.05100379537517967,0.15329792430180406,182,11
711,GO:0016226,Iron-sulfur Cluster Assembly,1.9689979023646071,0.05100379537517967,0.15329792430180406,182,11
712,GO:0009423,Chorismate Biosynthetic Process,0.28392896543463597,0.05237111074561254,0.15663173115873977,217,2
713,GO:1902183,Regulation Of Shoot Apical Meristem Development,0.28392896543463597,0.05237111074561254,0.15663173115873977,217,2
714,GO:0032968,Positive Regulation Of Transcription Elongation From RNA Polymerase II Promoter,0.2813071118145489,0.052405756780213864,0.15663173115873977,219,2
715,GO:0047484,Regulation Of Response To Osmotic Stress,0.2813071118145489,0.052405756780213864,0.15663173115873977,219,2
716,GO:0046785,Microtubule Polymerization,3.8228036876355747,0.052800825443907934,0.15715405625864112,27,3
717,GO:0031222,Arabinan Catabolic Process,3.8228036876355747,0.052800825443907934,0.15715405625864112,27,3
718,GO:0009662,Etioplast Organization,3.8228036876355747,0.052800825443907934,0.15715405625864112,27,3
719,GO:0010076,Maintenance Of Floral Meristem Identity,0.2762057676668682,0.05289142088831062,0.15720505652914546,223,2
720,GO:0006298,Mismatch Repair,2.323473541383989,0.05313754926447655,0.15771755260191375,85,6
721,GO:0043970,Histone H3-K9 Acetylation,1.6207929008805626,0.05324747179957605,0.1578249164142559,378,19
722,GO:0042819,Vitamin B6 Biosynthetic Process,6.115586879913256,0.05364493023385221,0.1579094232468277,12,2
723,GO:0010335,Response To Non-ionic Osmotic Stress,6.115586879913256,0.05364493023385221,0.1579094232468277,12,2
724,GO:0006982,Response To Lipid Hydroperoxide,6.115586879913256,0.05364493023385221,0.1579094232468277,12,2
725,GO:0050000,Chromosome Localization,6.115586879913256,0.05364493023385221,0.1579094232468277,12,2
726,GO:0000050,Urea Cycle,6.115586879913256,0.05364493023385221,0.1579094232468277,12,2
727,GO:0048440,Carpel Development,0.34032711335467586,0.053919610970824025,0.15849995532632338,272,3
728,GO:0040029,"Regulation Of Gene Expression, Epigenetic",0.337809470827897,0.054377504792316074,0.15962669445206637,274,3
729,GO:0046287,Isoflavonoid Metabolic Process,1.902150884303611,0.0548848671300116,0.16089536391537648,188,11
730,GO:0006353,"DNA-templated Transcription, Termination",2.5491047205642974,0.055122552064171874,0.16137108265024322,65,5
731,GO:0009411,Response To UV,1.6684288765127089,0.055381712354978886,0.16190828475362679,329,17
732,GO:0071365,Cellular Response To Auxin Stimulus,1.8808644036920088,0.05650079922794902,0.1649545843762768,190,11
733,GO:0010358,Leaf Shaping,1.9671917436175992,0.05662619856677508,0.16509545631185107,149,9
734,GO:0080027,Response To Herbivore,1.7200089251873678,0.057344234834058753,0.16681313225483677,282,15
735,GO:0055074,Calcium Ion Homeostasis,2.9129373474369404,0.057371245485775636,0.16681313225483677,46,4
736,GO:0010767,Regulation Of Transcription From RNA Polymerase II Promoter In Response To UV-induced DNA Damage,3.6698590021691975,0.05779063312890702,0.16780455209750478,28,3
737,GO:0006898,Receptor-mediated Endocytosis,1.306102977720224,0.05803140214595538,0.16816527980350554,1322,54
738,GO:0006515,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins,1.9532226934945163,0.05807202886672457,0.16816527980350554,150,9
739,GO:0010262,Somatic Embryogenesis,1.3444150679096285,0.058322176586025835,0.16843381632131618,1119,47
740,GO:0006108,Malate Metabolic Process,2.266063621287502,0.05825412129389713,0.16843381632131618,87,6
741,GO:0006812,Cation Transport,2.16635630341752,0.05939888444128987,0.1711295137270128,121,8
742,GO:0006486,Protein Glycosylation,0.5371819960861057,0.05941552742951893,0.1711295137270128,520,9
743,GO:0051453,Regulation Of Intracellular PH,1.9258707072395285,0.061105807814642685,0.17576132892921417,152,9
744,GO:0009086,Methionine Biosynthetic Process,2.845169388360109,0.06120063010343768,0.17579778311591493,47,4
745,GO:1901371,Regulation Of Leaf Morphogenesis,2.1286427652315574,0.061437252320167966,0.176240911481447,123,8
746,GO:0080191,Secondary Thickening,5.559575149707977,0.06209687330333624,0.17741963800953212,13,2
747,GO:0007000,Nucleolus Organization,5.559575149707977,0.06209687330333624,0.17741963800953212,13,2
748,GO:0071806,Protein Transmembrane Transport,5.559575149707977,0.06209687330333624,0.17741963800953212,13,2
749,GO:0005990,Lactose Catabolic Process,30.57208672086721,0.0623597155383943,0.17793305500288506,2,1
750,GO:0016574,Histone Ubiquitination,1.912479630635524,0.06269368307518688,0.17864777866964038,153,9
751,GO:0042256,Mature Ribosome Assembly,3.528679292507926,0.06299412426514522,0.17902712606561857,29,3
752,GO:0010507,Negative Regulation Of Autophagy,3.528679292507926,0.06299412426514522,0.17902712606561857,29,3
753,GO:0080170,Hydrogen Peroxide Transmembrane Transport,2.2114204443281946,0.06365483001326877,0.1806649021596753,89,6
754,GO:0018105,Peptidyl-serine Phosphorylation,1.4539420776708911,0.06385852585265238,0.1810029739399683,618,28
755,GO:0010374,Stomatal Complex Development,1.5664491371856974,0.06409423476515241,0.18143077036696584,411,20
756,GO:0090229,Negative Regulation Of Red Or Far-red Light Signaling Pathway,2.074469504871213,0.06497876108995196,0.18344927273416517,126,8
757,GO:0007034,Vacuolar Transport,0.4447883331303221,0.06497372102082391,0.18344927273416517,348,5
758,GO:0098754,Detoxification,2.7804817910594966,0.06516160447158847,0.18348135995947282,48,4
759,GO:0007112,Male Meiosis Cytokinesis,2.7804817910594966,0.06516160447158847,0.18348135995947282,48,4
760,GO:0016045,Detection Of Bacterium,1.303390919956108,0.06644934267272495,0.18686148925050117,1300,53
761,GO:0006110,Regulation Of Glycolytic Process,0.19570564936418594,0.06759963272770046,0.1896752377203395,157,1
762,GO:0008380,RNA Splicing,0.6089261348933513,0.0677292551186282,0.1896752377203395,715,14
763,GO:0001935,Endothelial Cell Proliferation,0.1932249322493225,0.06777242519772128,0.1896752377203395,159,1
764,GO:0009696,Salicylic Acid Metabolic Process,2.389700895279436,0.06780446582058866,0.1896752377203395,69,5
765,GO:0030104,Water Homeostasis,3.39795733911786,0.06840609268758596,0.1901156342226415,30,3
766,GO:2001295,Malonyl-CoA Biosynthetic Process,3.39795733911786,0.06840609268758596,0.1901156342226415,30,3
767,GO:0045338,Farnesyl Diphosphate Metabolic Process,3.39795733911786,0.06840609268758596,0.1901156342226415,30,3
768,GO:0009823,Cytokinin Catabolic Process,3.39795733911786,0.06840609268758596,0.1901156342226415,30,3
769,GO:0016540,Protein Autoprocessing,3.39795733911786,0.06840609268758596,0.1901156342226415,30,3
770,GO:0031396,Regulation Of Protein Ubiquitination,0.1884472548429188,0.0687834061316697,0.19084292956116616,163,1
771,GO:0010214,Seed Coat Development,0.41379284982048703,0.06884614094449545,0.19084292956116616,299,4
772,GO:0042273,Ribosomal Large Subunit Biogenesis,2.159348710990502,0.06933985942243098,0.19196287084605732,91,6
773,GO:0006968,Cellular Defense Response,5.096232041203578,0.07096318460744394,0.19620312023246775,14,2
774,GO:0005986,Sucrose Biosynthetic Process,2.3529153971367753,0.0712069866841866,0.1965505482024906,70,5
775,GO:1901959,Positive Regulation Of Cutin Biosynthetic Process,0.18279700761079468,0.07127253523604332,0.1965505482024906,168,1
776,GO:0010120,Camalexin Biosynthetic Process,1.5701690087750528,0.07165097441872323,0.1973398780644372,369,18
777,GO:0010325,Raffinose Family Oligosaccharide Biosynthetic Process,1.9739868445254132,0.07377546681434172,0.20292994727852348,132,8
778,GO:0071786,Endoplasmic Reticulum Tubular Network Organization,3.2765726681127982,0.07402102548111009,0.2030833263199687,31,3
779,GO:0001676,Long-chain Fatty Acid Metabolic Process,3.2765726681127982,0.07402102548111009,0.2030833263199687,31,3
780,GO:0006325,Chromatin Organization,1.4730918067386478,0.07771213797548443,0.2129372282554887,523,24
781,GO:0042549,Photosystem II Stabilization,2.602934981447178,0.07782033738284269,0.21296102557453114,51,4
782,GO:0110102,Ribulose Bisphosphate Carboxylase Complex Assembly,2.0856790428025165,0.07839882537901913,0.21427009745989903,94,6
783,GO:0009901,Anther Dehiscence,1.4920001011525064,0.07896463431332475,0.21554122121239155,452,21
784,GO:0015940,Pantothenate Biosynthetic Process,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
785,GO:1902025,Nitrate Import,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
786,GO:0030836,Positive Regulation Of Actin Filament Depolymerization,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
787,GO:1900186,Negative Regulation Of Clathrin-dependent Endocytosis,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
788,GO:0042450,Arginine Biosynthetic Process Via Ornithine,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
789,GO:0045806,Negative Regulation Of Endocytosis,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
790,GO:0009090,Homoserine Biosynthetic Process,4.704172487853702,0.08020914098932552,0.21590888266309008,15,2
