,Gene Accession,Gene Name,Ontology Term,Preferred Name,Evidence,Network URL
6351,TRAESCS3B02G291700,NMT2,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G291700&keyword=%22TO:0000227%22
6352,TRAESCS2B02G154700,NTRC,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G154700&keyword=%22TO:0000227%22
6353,TRAESCS6D02G153700,OEP80,TO_0000227,root length,GWAS_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G153700&keyword=%22TO:0000227%22
6354,TRAESCS6B02G192500,OEP80,TO_0000227,root length,GWAS_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6B02G192500&keyword=%22TO:0000227%22
6355,TRAESCS1B02G122800,PAL1,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G122800&keyword=%22TO:0000227%22
6356,TRAESCS1D02G103500,PAL2,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G103500&keyword=%22TO:0000227%22
6357,TRAESCS2A02G212900,PAL3,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G212900&keyword=%22TO:0000227%22
6358,TRAESCS5A02G321000,PAP29,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G321000&keyword=%22TO:0000227%22
6359,TRAESCS5A02G400500,PER50,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G400500&keyword=%22TO:0000227%22
6360,TRAESCS1B02G115900,PER58,TO_0000227,root length,TM_0-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G115900&keyword=%22TO:0000227%22
6361,TRAESCS1A02G104300,PER58,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G104300&keyword=%22TO:0000227%22
6362,TRAESCS1B02G115900,PER58,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G115900&keyword=%22TO:0000227%22
6363,TRAESCS4A02G262900,PHYA,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G262900&keyword=%22TO:0000227%22
6364,TRAESCS4D02G183400,PHYD,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G183400&keyword=%22TO:0000227%22
6365,TRAESCS5D02G386500,PIF4,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G386500&keyword=%22TO:0000227%22
6366,TRAESCS5D02G060300,PIF4,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G060300&keyword=%22TO:0000227%22
6367,TRAESCS5D02G386500,PIF4,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G386500&keyword=%22TO:0000227%22
6368,TRAESCS5A02G049600,PIF4,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G049600&keyword=%22TO:0000227%22
6369,TRAESCS5A02G376500,PIF4,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G376500&keyword=%22TO:0000227%22
6370,TRAESCS5B02G054800,PIF4,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G054800&keyword=%22TO:0000227%22
6371,TRAESCS5D02G060300,PIF4,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G060300&keyword=%22TO:0000227%22
6372,TRAESCS5D02G386500,PIF4,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G386500&keyword=%22TO:0000227%22
6373,TRAESCS5A02G049600,PIF4,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G049600&keyword=%22TO:0000227%22
6374,TRAESCS5A02G376500,PIF4,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G376500&keyword=%22TO:0000227%22
6375,TRAESCS5B02G054800,PIF4,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G054800&keyword=%22TO:0000227%22
6376,TRAESCS5B02G380200,PIF5,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G380200&keyword=%22TO:0000227%22
6377,TRAESCS5B02G380200,PIF5,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G380200&keyword=%22TO:0000227%22
6378,TRAESCS6D02G076400,PIP2-1,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G076400&keyword=%22TO:0000227%22
6379,TRAESCS6D02G076400,PIP2-1,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS6D02G076400&keyword=%22TO:0000227%22
6380,TRAESCS5B02G332500,PIP2-7,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G332500&keyword=%22TO:0000227%22
6381,TRAESCS5D02G338200,PIP2-8,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G338200&keyword=%22TO:0000227%22
6382,TRAESCS5A02G337100,PLDDELTA,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G337100&keyword=%22TO:0000227%22
6383,TRAESCS1D02G264000,PME41,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G264000&keyword=%22TO:0000227%22
6384,TRAESCS2A02G036100,PMEI11,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G036100&keyword=%22TO:0000227%22
6385,TRAESCS2D02G106600,POT2,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G106600&keyword=%22TO:0000227%22
6386,TRAESCS3B02G339200,PTAC12,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G339200&keyword=%22TO:0000227%22
6387,TRAESCS3A02G297500,PTAC12,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G297500&keyword=%22TO:0000227%22
6388,TRAESCS3D02G304800,PTAC12,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G304800&keyword=%22TO:0000227%22
6389,TRAESCS5B02G087500,PUB12,TO_0000227,root length,GWAS_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G087500&keyword=%22TO:0000227%22
6390,TRAESCS5B02G087500,PUB12,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G087500&keyword=%22TO:0000227%22
6391,TRAESCS7D02G201600,PUB20,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G201600&keyword=%22TO:0000227%22
6392,TRAESCS5D02G486600,RAP2.7,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G486600&keyword=%22TO:0000227%22
6393,TRAESCS2D02G065200,RBCS-1A,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G065200&keyword=%22TO:0000227%22
6394,TRAESCS2A02G066900,RBCS-1B,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G066900&keyword=%22TO:0000227%22
6395,TRAESCS2D02G065400,RBCS-2B,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G065400&keyword=%22TO:0000227%22
6396,TRAESCS5D02G551800,RCD1,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G551800&keyword=%22TO:0000227%22
6397,TRAESCS4A02G321300,RCD1,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G321300&keyword=%22TO:0000227%22
6398,TRAESCS7B02G376400,RIPK,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G376400&keyword=%22TO:0000227%22
6399,TRAESCS7B02G376400,RIPK,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G376400&keyword=%22TO:0000227%22
6400,TRAESCS2A02G443200,RPL12C,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G443200&keyword=%22TO:0000227%22
6401,TRAESCS5A02G515400,SCE1,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5A02G515400&keyword=%22TO:0000227%22
6402,TRAESCS7B02G077800,SCL11,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7B02G077800&keyword=%22TO:0000227%22
6403,TRAESCS7D02G174100,SCL14,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G174100&keyword=%22TO:0000227%22
6404,TRAESCS4D02G136300,SCL14,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G136300&keyword=%22TO:0000227%22
6405,TRAESCS4D02G103600,SCPL41,TO_0000227,root length,GWAS_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4D02G103600&keyword=%22TO:0000227%22
6406,TRAESCS3B02G352900,SD17,TO_0000227,root length,GWAS_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G352900&keyword=%22TO:0000227%22
6407,TRAESCS2A02G211900,SD17,TO_0000227,root length,GWAS_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G211900&keyword=%22TO:0000227%22
6408,TRAESCSU02G240500,SFR2,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCSU02G240500&keyword=%22TO:0000227%22
6409,TRAESCS5D02G230500,SHT,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5D02G230500&keyword=%22TO:0000227%22
6410,TRAESCS1D02G440900,SIGC,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G440900&keyword=%22TO:0000227%22
6411,TRAESCS1B02G456200,SLAH2,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G456200&keyword=%22TO:0000227%22
6412,TRAESCS2D02G544600,SOBER1,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G544600&keyword=%22TO:0000227%22
6413,TRAESCS5B02G557500,SRO1,TO_0000227,root length,TM_1-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G557500&keyword=%22TO:0000227%22
6414,TRAESCS7D02G117800,SS1,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7D02G117800&keyword=%22TO:0000227%22
6415,TRAESCS5B02G228500,SULTR1;2,TO_0000227,root length,TM_0-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G228500&keyword=%22TO:0000227%22
6416,TRAESCS5B02G228500,SULTR1;2,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G228500&keyword=%22TO:0000227%22
6417,TRAESCS5B02G228500,SULTR1;2,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS5B02G228500&keyword=%22TO:0000227%22
6418,TRAESCS3A02G140100,TCP3,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G140100&keyword=%22TO:0000227%22
6419,TRAESCS7A02G376800,THI1,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS7A02G376800&keyword=%22TO:0000227%22
6420,TRAESCS1A02G016100,TRAESCS1A02G016100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G016100&keyword=%22TO:0000227%22
6421,TRAESCS1A02G070400,TRAESCS1A02G070400,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G070400&keyword=%22TO:0000227%22
6422,TRAESCS1A02G149700,TRAESCS1A02G149700,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G149700&keyword=%22TO:0000227%22
6423,TRAESCS1A02G157500,TRAESCS1A02G157500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G157500&keyword=%22TO:0000227%22
6424,TRAESCS1A02G239500,TRAESCS1A02G239500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G239500&keyword=%22TO:0000227%22
6425,TRAESCS1A02G278600,TRAESCS1A02G278600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G278600&keyword=%22TO:0000227%22
6426,TRAESCS1A02G328800,TRAESCS1A02G328800,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G328800&keyword=%22TO:0000227%22
6427,TRAESCS1A02G351300,TRAESCS1A02G351300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G351300&keyword=%22TO:0000227%22
6428,TRAESCS1A02G386500,TRAESCS1A02G386500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1A02G386500&keyword=%22TO:0000227%22
6429,TRAESCS1B02G323100,TRAESCS1B02G323100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G323100&keyword=%22TO:0000227%22
6430,TRAESCS1B02G368000,TRAESCS1B02G368000,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G368000&keyword=%22TO:0000227%22
6431,TRAESCS1B02G375400,TRAESCS1B02G375400,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G375400&keyword=%22TO:0000227%22
6432,TRAESCS1B02G395200,TRAESCS1B02G395200,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G395200&keyword=%22TO:0000227%22
6433,TRAESCS1B02G401700,TRAESCS1B02G401700,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G401700&keyword=%22TO:0000227%22
6434,TRAESCS1B02G413900,TRAESCS1B02G413900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G413900&keyword=%22TO:0000227%22
6435,TRAESCS1B02G434400,TRAESCS1B02G434400,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G434400&keyword=%22TO:0000227%22
6436,TRAESCS1B02G439700,TRAESCS1B02G439700,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G439700&keyword=%22TO:0000227%22
6437,TRAESCS1B02G449000,TRAESCS1B02G449000,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1B02G449000&keyword=%22TO:0000227%22
6438,TRAESCS1D02G072900,TRAESCS1D02G072900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G072900&keyword=%22TO:0000227%22
6439,TRAESCS1D02G356300,TRAESCS1D02G356300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G356300&keyword=%22TO:0000227%22
6440,TRAESCS1D02G412600,TRAESCS1D02G412600,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS1D02G412600&keyword=%22TO:0000227%22
6441,TRAESCS2A02G035100,TRAESCS2A02G035100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G035100&keyword=%22TO:0000227%22
6442,TRAESCS2A02G101900,TRAESCS2A02G101900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G101900&keyword=%22TO:0000227%22
6443,TRAESCS2A02G102000,TRAESCS2A02G102000,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G102000&keyword=%22TO:0000227%22
6444,TRAESCS2A02G123000,TRAESCS2A02G123000,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G123000&keyword=%22TO:0000227%22
6445,TRAESCS2A02G169300,TRAESCS2A02G169300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G169300&keyword=%22TO:0000227%22
6446,TRAESCS2A02G491500,TRAESCS2A02G491500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G491500&keyword=%22TO:0000227%22
6447,TRAESCS2A02G491600,TRAESCS2A02G491600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G491600&keyword=%22TO:0000227%22
6448,TRAESCS2A02G513400,TRAESCS2A02G513400,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G513400&keyword=%22TO:0000227%22
6449,TRAESCS2A02G514300,TRAESCS2A02G514300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G514300&keyword=%22TO:0000227%22
6450,TRAESCS2A02G539100,TRAESCS2A02G539100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2A02G539100&keyword=%22TO:0000227%22
6451,TRAESCS2B02G213900,TRAESCS2B02G213900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G213900&keyword=%22TO:0000227%22
6452,TRAESCS2B02G290100,TRAESCS2B02G290100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2B02G290100&keyword=%22TO:0000227%22
6453,TRAESCS2D02G010600,TRAESCS2D02G010600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G010600&keyword=%22TO:0000227%22
6454,TRAESCS2D02G054900,TRAESCS2D02G054900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G054900&keyword=%22TO:0000227%22
6455,TRAESCS2D02G101300,TRAESCS2D02G101300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G101300&keyword=%22TO:0000227%22
6456,TRAESCS2D02G131100,TRAESCS2D02G131100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G131100&keyword=%22TO:0000227%22
6457,TRAESCS2D02G290500,TRAESCS2D02G290500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G290500&keyword=%22TO:0000227%22
6458,TRAESCS2D02G302600,TRAESCS2D02G302600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G302600&keyword=%22TO:0000227%22
6459,TRAESCS2D02G452900,TRAESCS2D02G452900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G452900&keyword=%22TO:0000227%22
6460,TRAESCS2D02G491100,TRAESCS2D02G491100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G491100&keyword=%22TO:0000227%22
6461,TRAESCS2D02G491800,TRAESCS2D02G491800,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G491800&keyword=%22TO:0000227%22
6462,TRAESCS2D02G543600,TRAESCS2D02G543600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS2D02G543600&keyword=%22TO:0000227%22
6463,TRAESCS3A02G028200,TRAESCS3A02G028200,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G028200&keyword=%22TO:0000227%22
6464,TRAESCS3A02G028200,TRAESCS3A02G028200,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G028200&keyword=%22TO:0000227%22
6465,TRAESCS3A02G101900,TRAESCS3A02G101900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G101900&keyword=%22TO:0000227%22
6466,TRAESCS3A02G104400,TRAESCS3A02G104400,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G104400&keyword=%22TO:0000227%22
6467,TRAESCS3A02G220800,TRAESCS3A02G220800,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G220800&keyword=%22TO:0000227%22
6468,TRAESCS3A02G307500,TRAESCS3A02G307500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G307500&keyword=%22TO:0000227%22
6469,TRAESCS3A02G376100,TRAESCS3A02G376100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G376100&keyword=%22TO:0000227%22
6470,TRAESCS3A02G379100,TRAESCS3A02G379100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G379100&keyword=%22TO:0000227%22
6471,TRAESCS3A02G444800,TRAESCS3A02G444800,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G444800&keyword=%22TO:0000227%22
6472,TRAESCS3A02G489300,TRAESCS3A02G489300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3A02G489300&keyword=%22TO:0000227%22
6473,TRAESCS3B02G077000,TRAESCS3B02G077000,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G077000&keyword=%22TO:0000227%22
6474,TRAESCS3B02G096500,TRAESCS3B02G096500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G096500&keyword=%22TO:0000227%22
6475,TRAESCS3B02G096600,TRAESCS3B02G096600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G096600&keyword=%22TO:0000227%22
6476,TRAESCS3B02G122800,TRAESCS3B02G122800,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G122800&keyword=%22TO:0000227%22
6477,TRAESCS3B02G122800,TRAESCS3B02G122800,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G122800&keyword=%22TO:0000227%22
6478,TRAESCS3B02G132600,TRAESCS3B02G132600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G132600&keyword=%22TO:0000227%22
6479,TRAESCS3B02G309900,TRAESCS3B02G309900,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G309900&keyword=%22TO:0000227%22
6480,TRAESCS3B02G371200,TRAESCS3B02G371200,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G371200&keyword=%22TO:0000227%22
6481,TRAESCS3B02G468700,TRAESCS3B02G468700,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G468700&keyword=%22TO:0000227%22
6482,TRAESCS3B02G549500,TRAESCS3B02G549500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3B02G549500&keyword=%22TO:0000227%22
6483,TRAESCS3D02G024200,TRAESCS3D02G024200,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G024200&keyword=%22TO:0000227%22
6484,TRAESCS3D02G063000,TRAESCS3D02G063000,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G063000&keyword=%22TO:0000227%22
6485,TRAESCS3D02G072500,TRAESCS3D02G072500,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G072500&keyword=%22TO:0000227%22
6486,TRAESCS3D02G072600,TRAESCS3D02G072600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G072600&keyword=%22TO:0000227%22
6487,TRAESCS3D02G092600,TRAESCS3D02G092600,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G092600&keyword=%22TO:0000227%22
6488,TRAESCS3D02G106600,TRAESCS3D02G106600,TO_0000227,root length,TM_1-0,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G106600&keyword=%22TO:0000227%22
6489,TRAESCS3D02G115800,TRAESCS3D02G115800,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G115800&keyword=%22TO:0000227%22
6490,TRAESCS3D02G261700,TRAESCS3D02G261700,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G261700&keyword=%22TO:0000227%22
6491,TRAESCS3D02G285600,TRAESCS3D02G285600,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G285600&keyword=%22TO:0000227%22
6492,TRAESCS3D02G372900,TRAESCS3D02G372900,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G372900&keyword=%22TO:0000227%22
6493,TRAESCS3D02G437300,TRAESCS3D02G437300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G437300&keyword=%22TO:0000227%22
6494,TRAESCS3D02G473100,TRAESCS3D02G473100,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G473100&keyword=%22TO:0000227%22
6495,TRAESCS3D02G495200,TRAESCS3D02G495200,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS3D02G495200&keyword=%22TO:0000227%22
6496,TRAESCS4A02G017400,TRAESCS4A02G017400,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G017400&keyword=%22TO:0000227%22
6497,TRAESCS4A02G105300,TRAESCS4A02G105300,TO_0000227,root length,TM_0-1,https://knetminer.com/ws/wheatknet/genepage?list=TRAESCS4A02G105300&keyword=%22TO:0000227%22
